Mot,Prononciation,Type,Warn_code,Warn_label
Hearst,həɹst,nom propre,err_lower_case,H_as_first_letter
Hegenheim,(h)e.ɡən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Heidolsheim,(h)aj.dɔls.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Heimersdorf,(h)aj.məʁs.dɔʁf,nom propre,err_lower_case,H_as_first_letter
Heimsbrunn,(h)ajms.bʁun,nom propre,err_lower_case,H_as_first_letter
Helfrantzkirch,ɛlfʁant͡skiʁʃ,nom propre,err_lower_case,H_as_first_letter
Hemmingfordien,ɛ.miɲ.fɔʁ.djɛ̃,nom,err_lower_case,H_as_first_letter
Hemmingfordiens,ɛ.miɲ.fɔʁ.djɛ̃,nom_flexion,err_lower_case,H_as_first_letter
Henryvillois,ɛn.ʁe.vi.lwa,nom,err_lower_case,H_as_first_letter
Herbitzheim,(h)ɛʁ.bits.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Herblinois,p,nom,err_lower_case,H_as_first_letter
Herbsheim,(h)ɛʁbs.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Herefordéen,iʁ.fɔʁ.de.ɛ̃,nom,err_lower_case,H_as_first_letter
Herefordéens,iʁ.fɔʁ.de.ɛ̃,nom_flexion,err_lower_case,H_as_first_letter
Hermopolitain,ɛʁ.o.pɔ.li.tɛ̃,nom,err_lower_case,H_as_first_letter
Herrlisheim,(h)ɛʁ.lis.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hesloup,e.lu,nom propre,err_lower_case,H_as_first_letter
Hessenheim,(h)ɛ.sən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Heylen,hɛ.lən,nom de famille,err_lower_case,H_as_first_letter
Hezbollah,hez.bo.la,nom propre,err_lower_case,H_as_first_letter
Highlanders,haɪ.læn.dɚz,nom_flexion,err_lower_case,H_as_first_letter
Hillarymania,hi.la.ʁi.ma.nja,nom,err_lower_case,H_as_first_letter
Hilsenheim,(h)il.zən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hindisheim,(h)in.dis.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hipsheim,(h)ips.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hoedt,ut,nom propre,err_lower_case,H_as_first_letter
Hoeilaart,uj.laʁt,nom propre,err_lower_case,H_as_first_letter
Hoenheim,øn.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hoet,ut,nom de famille,err_lower_case,H_as_first_letter
Hohatzenheim,(h)o.a.tsən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hohfrankenheim,(h)o.fʁaŋ.kən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Holborn,ˈhol.bɔʁn,nom propre,err_lower_case,H_as_first_letter
Holtzheim,(h)ɔlts.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Holtzwihr,(h)ɔlt͡sviʁ,nom propre,err_lower_case,H_as_first_letter
Hostiaz,ɔs.tja,nom propre,err_lower_case,H_as_first_letter
Houston,jus.tɔn,nom propre_num=1,err_lower_case,H_as_first_letter
Howicains,ɔ.wi.k,nom_flexion,err_lower_case,H_as_first_letter
Hrant,ʁɑ̃t,prénom_genre=m,err_lower_case,H_as_first_letter
Hubei,xu.pɛj,nom propre,err_lower_case,H_as_first_letter
Hudsonois,ɔd.sɔ.nwa,nom,err_lower_case,H_as_first_letter
Hull,ɔl,nom propre,err_lower_case,H_as_first_letter
Hullois,ɔ.lwa,nom,err_lower_case,H_as_first_letter
Hulloise,ɔ.lwaz,nom,err_lower_case,H_as_first_letter
Hulloises,ɔ.lwaz,nom_flexion,err_lower_case,H_as_first_letter
Humanity,y.ma.ni.tɛ,nom propre,err_lower_case,H_as_first_letter
Hun,œ̃,nom_num=1,err_lower_case,H_as_first_letter
Hun,œ̃,nom_num=2,err_lower_case,H_as_first_letter
Huns,œ̃,nom_flexion,err_lower_case,H_as_first_letter
Hunter,en.tœʁ,nom propre,err_lower_case,H_as_first_letter
Hunterstownais,ɔn.təʁz.tɔw.nɛ,nom,err_lower_case,H_as_first_letter
Huntingdonnais,ɔn.tiŋ.dɔ.nɛ,nom,err_lower_case,H_as_first_letter
Hurtigheim,(h)yʁ.tik.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hurtigheimois,(h)yʁ.tik.(h)aj.mwa,nom,err_lower_case,H_as_first_letter
Hurtigheimoise,(h)yʁ.tik.(h)aj.mwaz,nom,err_lower_case,H_as_first_letter
Hurtigheimoises,(h)yʁ.tik.(h)aj.mwaz,nom_flexion,err_lower_case,H_as_first_letter
Huttenheim,(h)y.tən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Huttenheimois,(h)y.tən.(h)aj.mwa,nom,err_lower_case,H_as_first_letter
Huttenheimoise,(h)y.tən.(h)aj.mwaz,nom,err_lower_case,H_as_first_letter
Huttenheimoises,(h)y.tən.(h)aj.mwaz,nom_flexion,err_lower_case,H_as_first_letter
Hwang,wɑ̃ɡ,nom de famille,err_lower_case,H_as_first_letter
Hwang,hwaŋ,nom de famille,err_lower_case,H_as_first_letter
Hégenheim,(h)e.ɡən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hégenheimois,(h)e.ɡən.(h)aj.mwa,nom,err_lower_case,H_as_first_letter
Hégenheimoise,(h)e.ɡən.(h)aj.mwaz,nom,err_lower_case,H_as_first_letter
Hégenheimoises,(h)e.ɡən.(h)aj.mwaz,nom_flexion,err_lower_case,H_as_first_letter
Hüftmantel,yft.mɑ̃.tɛl,nom,err_lower_case,H_as_first_letter
Hürtigheim,(h)yʁ.tik.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hüttenheim,(h)y.tən.(h)ajm,nom propre,err_lower_case,H_as_first_letter
Hœnheim,ønhaim,nom propre,err_lower_case,H_as_first_letter
Ichtratzheim,ic.tʁats.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Ifoɣas,i.fɔ.ʁas,nom,err_lower_case,I_as_first_letter
Illhaeusern,il.(h)œj.zəʁn,nom propre,err_lower_case,I_as_first_letter
Imbsheim,ims.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Impériaux,ɛ̃.pe.ʁjal,nom_flexion,err_lower_case,I_as_first_letter
Ingenheim,i.ŋən.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Ingersheim,i.ŋəʁs.(h)ajm,nom propre_num=1,err_lower_case,I_as_first_letter
Ingersheim,i.ŋəʁs.(h)ajm,nom propre_num=2,err_lower_case,I_as_first_letter
Ingolsheim,iŋ(ɡ)ɔls.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Ingrandais,p,nom,err_lower_case,I_as_first_letter
Inn,ɪn,nom propre_num=1,err_lower_case,I_as_first_letter
Innenheim,i.nən.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Intres,œ̃tʁ,nom propre,err_lower_case,I_as_first_letter
Inukjuamiuq,i.nuk.dʒu.wa.mjuk,nom,err_lower_case,I_as_first_letter
Inukjuamiut,i.nuk.dʒu.wa.mjut,nom_flexion,err_lower_case,I_as_first_letter
Iowiens,a.jo.wi.j,nom_flexion,err_lower_case,I_as_first_letter
Iqaluit,i.kwa.lɥit,nom propre,err_lower_case,I_as_first_letter
Iseult,i.zø,prénom_genre=f,err_lower_case,I_as_first_letter
Issenheim,i.sən.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Issoudun,i.su.dɛ̃,nom propre,err_lower_case,I_as_first_letter
Isséen,iseɛnɛ̃,nom,err_lower_case,I_as_first_letter
Ittenheim,i.tən.(h)ajm,nom propre,err_lower_case,I_as_first_letter
Jalón,ʁa.lɔn,nom propre,err_lower_case,J_as_first_letter
Jalón,xa.lɔn,nom propre,err_lower_case,J_as_first_letter
Jandun,ʒɑ̃.dɛ̃,nom propre,err_lower_case,J_as_first_letter
Jaynet,ʒa.nɛt,prénom_genre=f,err_lower_case,J_as_first_letter
Jebsheim,jɛps.(h)ajm,nom propre,err_lower_case,J_as_first_letter
Jiangxi,tʒɑ̃ŋ.ʃi,nom propre,err_lower_case,J_as_first_letter
Jiangxi,dʒɑ̃ŋ.ʃi,nom propre,err_lower_case,J_as_first_letter
Jihène,ʒi.hɛn,prénom_genre=f,err_lower_case,J_as_first_letter
Jingzhou,dʒiŋ.ʒu,nom propre,err_lower_case,J_as_first_letter
Jingzhou,tsiŋ.tʃu,nom propre,err_lower_case,J_as_first_letter
Johannesbourg,jo.ˈha.nəs.buʁ,nom propre,err_lower_case,J_as_first_letter
Johnnies,dʒɔ.ni,nom_flexion,err_lower_case,J_as_first_letter
Joker,d͡ʒo.kœʁ,nom propre,err_lower_case,J_as_first_letter
Joker,d͡ʒɔ.kɛʁ,nom propre,err_lower_case,J_as_first_letter
Jokers,d͡ʒɔ.kɛʁ,nom propre_flexion,err_lower_case,J_as_first_letter
Jung,ʒəŋ,nom de famille_num=2,err_lower_case,J_as_first_letter
Jussey,ʒyseː,nom propre,err_lower_case,J_as_first_letter
K,kɑ,lettre,err_lower_case,K_as_first_letter
Kaká,ka.ka,nom propre,err_lower_case,K_as_first_letter
Kalévaliens,ka.le.va.ljɛ,nom_flexion,err_lower_case,K_as_first_letter
Kamtchatka,kam.ʃat.ka,nom propre,err_lower_case,K_as_first_letter
Kamtschatka,kam.ʃat.ka,nom propre,err_lower_case,K_as_first_letter
Kangiqsualujjuamiuq,kan.ɡik.su.a.lu.dʒu.wa.mjuk,nom,err_lower_case,K_as_first_letter
Kangiqsualujjuamiut,kan.ɡik.su.a.lu.dʒu.wa.mjut,nom_flexion,err_lower_case,K_as_first_letter
Kangiqsujuamiuq,kan.ɡik.su.dʒu.wa.mjuk,nom,err_lower_case,K_as_first_letter
Kangiqsujuamiut,kan.ɡik.su.dʒu.wa.mjut,nom_flexion,err_lower_case,K_as_first_letter
Karabagh,ka.ʁa.ba,nom propre,err_lower_case,K_as_first_letter
Karabaghsi,ka.ʁa.ba.si,nom,err_lower_case,K_as_first_letter
Karamajongs,ka.ʁa.ma.ʒɔ̃ŋ,nom_flexion,err_lower_case,K_as_first_letter
Kauffenheim,kaw.fən.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kbis,kɑ.bis,nom,err_lower_case,K_as_first_letter
Kentuckiens,kɛn.ty.kj,nom_flexion,err_lower_case,K_as_first_letter
Kerkrade,kɛʁk.ɡʁad,nom propre,err_lower_case,K_as_first_letter
Khalq,ʁal.kø,nom propre,err_lower_case,K_as_first_letter
Khasso,ʁa.so,nom propre,err_lower_case,K_as_first_letter
Kichinev,ki.ʃi.njɛv,nom propre,err_lower_case,K_as_first_letter
Kienheim,kin.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kientzheim,kints.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kingersheim,ki.ŋəʁs.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kintzheim,kints.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kira,ˈki.ʁa,prénom_num=1|genre=f,err_lower_case,K_as_first_letter
Kira,ˈki.ʁa,prénom_num=2|genre=f,err_lower_case,K_as_first_letter
Kirchheim,kiʁc.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kiribati,ki.ʁi.bas,nom propre,err_lower_case,K_as_first_letter
Kleinfrankenheim,klajn.fʁaŋ.kən.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Knoersheim,knøʁs.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Knoersheimois,knøʁs.(h)aj.mwa,nom,err_lower_case,K_as_first_letter
Knoersheimoise,knøʁs.(h)aj.mwaz,nom,err_lower_case,K_as_first_letter
Knoersheimoises,knøʁs.(h)aj.mwaz,nom_flexion,err_lower_case,K_as_first_letter
Knœrsheim,knøʁs.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Knœrsheimois,knøʁs.(h)aj.mwa,nom,err_lower_case,K_as_first_letter
Knœrsheimoise,knøʁs.(h)aj.mwaz,nom,err_lower_case,K_as_first_letter
Knœrsheimoises,knøʁs.(h)aj.mwaz,nom_flexion,err_lower_case,K_as_first_letter
Kogenheim,ko.ɡən.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kolbsheim,kɔlps.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Konzern,kɔnt.sɛʁn,nom,err_lower_case,K_as_first_letter
Konzerns,kɔnt.sɛʁn,nom_flexion,err_lower_case,K_as_first_letter
Krahns,kʁɑn,nom_flexion,err_lower_case,K_as_first_letter
Krautergersheim,kʁaw.tɛʁ.ɡəʁs.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kriegsheim,kʁiks.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Krtsch,kəʁtʃ,nom propre,err_lower_case,K_as_first_letter
Kuchen,kuː.χən,nom propre,err_lower_case,K_as_first_letter
Kunheim,kyn.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kurdes,ma.ʁat,nom_flexion,err_lower_case,K_as_first_letter
Kuttolsheim,ky.tɔls.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Kuujjuamiuq,ku.u.dʒu.wa.mjuk,nom,err_lower_case,K_as_first_letter
Kuujjuamiut,ku.u.dʒu.wa.mjut,nom_flexion,err_lower_case,K_as_first_letter
Kuujjuaraapimmiuq,ku.u.dʒu.wa.ʁa.pi.mjuk,nom,err_lower_case,K_as_first_letter
Kuujjuaraapimmiut,ku.u.dʒu.wa.ʁa.pi.mjut,nom_flexion,err_lower_case,K_as_first_letter
Káshi,ka.ʃi,nom propre,err_lower_case,K_as_first_letter
Kâmasûtra,ka.ma.su.tʁa,nom propre,err_lower_case,K_as_first_letter
Künheim,kyn.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Künßberg,kyns.bɛʁɡ,nom propre,err_lower_case,K_as_first_letter
Küttolsheim,ky.tɔls.(h)ajm,nom propre,err_lower_case,K_as_first_letter
Labradorienne,la.bʁa.dɔ.ʁjɛ̃nɛn,nom,err_lower_case,L_as_first_letter
Lakshadweep,lak.ʃa.dwiːp,nom propre,err_lower_case,L_as_first_letter
Lampertheim,lam.pəʁt.(h)ajm,nom propre_num=2,err_lower_case,L_as_first_letter
Lampertheim,lam.pəʁt.(h)ajm,nom propre_num=1,err_lower_case,L_as_first_letter
Landersheim,lan.dəʁs.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Lanester,lanːestɛʁ,nom propre,err_lower_case,L_as_first_letter
Langast,lɑ̃.ɡa,nom propre,err_lower_case,L_as_first_letter
Laréens,al.ʁe.ɛ̃,nom_flexion,err_lower_case,L_as_first_letter
Laubenheim,law.bən.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Laëtitia,le.ti.sja,prénom_genre=f,err_lower_case,L_as_first_letter
Lead,liːd,nom propre,err_lower_case,L_as_first_letter
Lecce,lɛd.ʃɛ,nom propre,err_lower_case,L_as_first_letter
Leclercq,lə.klɛʁ,nom de famille,err_lower_case,L_as_first_letter
Leigh,li,nom propre,err_lower_case,L_as_first_letter
Leuctres,lœk.tʁə,nom propre,err_lower_case,L_as_first_letter
Leutenheim,lœj.tən.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Levice,le.vi.tʃe,nom propre_num=2,err_lower_case,L_as_first_letter
Levice,le.vi.tse,nom propre_num=1,err_lower_case,L_as_first_letter
Levoča,le.vo.tʃa,nom propre,err_lower_case,L_as_first_letter
Lewandowski,levɑ̃dɔfski,nom de famille,err_lower_case,L_as_first_letter
Lexovien,lɛk.zɔ.vjɛ̃,nom,err_lower_case,L_as_first_letter
Leysen,lɛj.sɛns,nom propre,err_lower_case,L_as_first_letter
Lezghe,lɛzɡ,nom,err_lower_case,L_as_first_letter
Lezghes,lɛzɡ,nom_flexion,err_lower_case,L_as_first_letter
Lialienka,lja.lja,prénom_genre=f,err_lower_case,L_as_first_letter
Lilignod,li.li.ɲo,nom propre,err_lower_case,L_as_first_letter
Limersheim,li.məʁs.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Lingolsheim,liŋ.ɡɔls.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Lipsheim,lips.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Littenheim,li.tən.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Livernonois,li.vɛʁ.nwa,nom,err_lower_case,L_as_first_letter
Livyáni,li.vja.ni,nom,err_lower_case,L_as_first_letter
Livyáni,li.vjˈɑ.ni,nom,err_lower_case,L_as_first_letter
Livyánis,li.vjˈɑ.ni,nom_flexion,err_lower_case,L_as_first_letter
Lodz,wutʃ,nom propre,err_lower_case,L_as_first_letter
Logelheim,lo.ɡəl.(h)ajm,nom propre,err_lower_case,L_as_first_letter
Lompnas,lɔ̃mp.na,nom propre,err_lower_case,L_as_first_letter
Lompnes,lɔn,nom propre,err_lower_case,L_as_first_letter
Longnes,lɔ.ɲ,nom propre,err_lower_case,L_as_first_letter
Longuenoë,lɔ̃ɡ.nɔ,nom propre,err_lower_case,L_as_first_letter
Lotbiniériens,lɔt.bi.nje.ʁj,nom_flexion,err_lower_case,L_as_first_letter
Loudun,lu.dɛ̃,nom propre,err_lower_case,L_as_first_letter
Loughborough,lɔf.bɔ.ʁɔ,nom propre,err_lower_case,L_as_first_letter
Louhansk,lu.hɑ̃nsk,nom propre,err_lower_case,L_as_first_letter
Louvières,lɔ̃.vi.lje,nom propre,err_lower_case,L_as_first_letter
Louxoriennes,lu.iks.ɔ.ʁjɛnɛn,nom_flexion,err_lower_case,L_as_first_letter
Luganville,ly.ɡɑ.vil,nom propre,err_lower_case,L_as_first_letter
Luingne,lɥiɲ,nom propre,err_lower_case,L_as_first_letter
Luingne,lwiɲ,nom propre,err_lower_case,L_as_first_letter
Léaz,le.a,nom propre,err_lower_case,L_as_first_letter
Léopold,le.ɔ.pɔl,prénom_genre=m,err_lower_case,L_as_first_letter
Léopoldville,le.ɔ.pɔl.vil,nom propre,err_lower_case,L_as_first_letter
Léopoldvillois,leo.pɔl.vi.lwa,nom,err_lower_case,L_as_first_letter
L’Haÿssien,l‿aj.sjɛ̃,nom,err_lower_case,L_as_first_letter
L’Haÿssienne,l‿aj.sjɛn,nom,err_lower_case,L_as_first_letter
L’Haÿssiennes,l‿aj.sjɛn,nom_flexion,err_lower_case,L_as_first_letter
L’Haÿssiens,l‿aj.sjɛ̃,nom_flexion,err_lower_case,L_as_first_letter
M,mɛtʁ,nom,err_lower_case,M_as_first_letter
M2F,ɛm.tu.ɛf,nom,err_lower_case,M_as_first_letter
Maas,maːs,nom de famille,err_lower_case,M_as_first_letter
Maastrichtien,maː.stʁɪʃ.tjɛ̃,nom,err_lower_case,M_as_first_letter
Macabée,ma.ka.bɛ,nom propre,err_lower_case,M_as_first_letter
Macabées,ma.ka.bɛ,nom propre_flexion,err_lower_case,M_as_first_letter
Maccabée,ma.ka.bɛ,nom propre,err_lower_case,M_as_first_letter
Macchabée,ma.ka.bɛ,nom propre,err_lower_case,M_as_first_letter
Macchabées,ma.ka.bɛ,nom_flexion,err_lower_case,M_as_first_letter
Macchabées,ma.ka.bɛ,nom propre,err_lower_case,M_as_first_letter
Machabées,ma.ka.bɛ,nom propre,err_lower_case,M_as_first_letter
Machecoul,mɑʃ.ku,nom propre,err_lower_case,M_as_first_letter
Mackenheim,ma.kən.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Maennolsheim,mɛ.nɔls.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Maes,maːs,nom de famille,err_lower_case,M_as_first_letter
Maiduguri,maï.du.ɡu.ʁi,nom propre,err_lower_case,M_as_first_letter
Malafretaz,ma.la.fʁe.ta,nom propre,err_lower_case,M_as_first_letter
Malbaieriverain,mal.be.ʁiv.ʁɛ̃,nom,err_lower_case,M_as_first_letter
Malbaieriverains,mal.be.ʁiv.ʁɛ̃,nom_flexion,err_lower_case,M_as_first_letter
Manchego,manˈtʃe.ɡo,nom,err_lower_case,M_as_first_letter
Manchegos,manˈtʃe.ɡo,nom_flexion,err_lower_case,M_as_first_letter
Manousien,pɛ̃,nom,err_lower_case,M_as_first_letter
Marckolsheim,maʁ.kɔls.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Marcoussis,aʁ.ku.si,nom propre,err_lower_case,M_as_first_letter
Marlenheim,maʁ.lən.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Marlène,maʁ.len,prénom_genre=f,err_lower_case,M_as_first_letter
Martinez,maʁ.ti.nɛ,nom de famille_num=2,err_lower_case,M_as_first_letter
Martragny,ma.tʁa.ɲi,nom propre,err_lower_case,M_as_first_letter
Mathéis,ma.té.is,prénom_genre=m,err_lower_case,M_as_first_letter
Mathéys,ma.té.is,prénom_genre=m,err_lower_case,M_as_first_letter
Matzenheim,ma.tsən.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Maumusson,ma.my.sɔ̃,nom propre,err_lower_case,M_as_first_letter
Mbabanais,mba.ban.nɛ,nom,err_lower_case,M_as_first_letter
Mbabanaise,mba.ban.nɛz,nom,err_lower_case,M_as_first_letter
Mbabanaises,mba.ban.nɛz,nom_flexion,err_lower_case,M_as_first_letter
Mbabané,mba.ban,nom propre,err_lower_case,M_as_first_letter
Mds,mi.ljaʁ,nom,err_lower_case,M_as_first_letter
Megyn,mɛ.ɡən,prénom_genre=f,err_lower_case,M_as_first_letter
Mehun,mə.œ̃,nom propre,err_lower_case,M_as_first_letter
Meistratzheim,majs.tʁats.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Melainois,p,nom,err_lower_case,M_as_first_letter
Meldenais,p,nom,err_lower_case,M_as_first_letter
Melessien,pɛ̃,nom,err_lower_case,M_as_first_letter
Melgven,mɛl.vɛ̃,nom propre,err_lower_case,M_as_first_letter
Melsheim,mɛls.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Melz,mɛlts,nom propre,err_lower_case,M_as_first_letter
Mermoz,mɛʁ.mɔ,nom de famille,err_lower_case,M_as_first_letter
Mermoz,mɛʁ.mɔ,nom propre,err_lower_case,M_as_first_letter
Merxheim,mɛʁks.(h)ajm,nom propre_num=2,err_lower_case,M_as_first_letter
Merxheim,mɛʁks.(h)ajm,nom propre_num=1,err_lower_case,M_as_first_letter
Meschers,me.ʃɛ,nom propre,err_lower_case,M_as_first_letter
Messancéenne,mɛ.sɑ̃.se.ɛ̃nɛn,nom,err_lower_case,M_as_first_letter
Metchîs,mɛ.tʃi,nom_flexion,err_lower_case,M_as_first_letter
Metzeresche,mɛt͡sɛʁɛʃ,nom propre,err_lower_case,M_as_first_letter
Metzervisse,mɛːt͡sɛʁvis,nom propre,err_lower_case,M_as_first_letter
Meung,mœ̃,nom propre,err_lower_case,M_as_first_letter
Meyenheim,ma.jən.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Michoacán,mi.tʃɔ.a.kan,nom propre,err_lower_case,M_as_first_letter
Mickiewicz,mitskjɛvitʃ,nom propre,err_lower_case,M_as_first_letter
Mietesheim,mi.təs.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Mike,maɪk,prénom_genre=m,err_lower_case,M_as_first_letter
Minquiers,mɛ̃.kjɛ,nom propre,err_lower_case,M_as_first_letter
Minversheim,min.vəʁs.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Mirandaises,mi.ʁɑ̃.dɛ,nom_flexion,err_lower_case,M_as_first_letter
Mirko,mir.ko,prénom,err_lower_case,M_as_first_letter
Misurata,mis.ʁa.ta,nom propre,err_lower_case,M_as_first_letter
Mittelbergheim,mi.təl.bɛʁk.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Mittelschaeffolsheim,mi.təl.ʃɛf.ɔls.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Mittelschaeffolsheimois,mi.təl.ʃɛf.ɔls.(h)aj.mwa,nom,err_lower_case,M_as_first_letter
Mittelschaeffolsheimoise,mi.təl.ʃɛf.ɔls.(h)aj.mwaz,nom,err_lower_case,M_as_first_letter
Mittelschaeffolsheimoises,mi.təl.ʃɛf.ɔls.(h)aj.mwaz,nom_flexion,err_lower_case,M_as_first_letter
Mle,mɔ.dɛl,nom,err_lower_case,M_as_first_letter
Mles,mɔ.dɛl,nom_flexion,err_lower_case,M_as_first_letter
Moine,mixant,nom propre,err_lower_case,M_as_first_letter
Molsheim,mɔls.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Mommenheim,mɔ.mən.(h)ajm,nom propre_num=2,err_lower_case,M_as_first_letter
Mommenheim,mɔ.mən.(h)ajm,nom propre_num=1,err_lower_case,M_as_first_letter
Mongs,mɔ̃ŋ,nom_flexion,err_lower_case,M_as_first_letter
Mononk,mɔ̃.nɔ̃k,nom propre,err_lower_case,M_as_first_letter
Montcuq,mɔ̃.ky,nom propre,err_lower_case,M_as_first_letter
Montgaroult,mɔ̃.ɡa.ʁu,nom propre,err_lower_case,M_as_first_letter
Montgeroult,mɔ̃ʒ.ʁu,nom propre,err_lower_case,M_as_first_letter
Monthaltais,mɔ̃.ta.lɛ,nom,err_lower_case,M_as_first_letter
Monthaltaise,mɔ̃.ta.lɛz,nom,err_lower_case,M_as_first_letter
Montoise,mɔ.twaz,nom,err_lower_case,M_as_first_letter
Montoises,mɔ.twaz,nom_flexion,err_lower_case,M_as_first_letter
Montolivains,mɔ̃.tɔ.vi.lɛ̃,nom_flexion,err_lower_case,M_as_first_letter
Montsoult,mɔ̃.su,nom propre,err_lower_case,M_as_first_letter
Morlanwelz,mɔʁ.lɑ̃.we,nom propre,err_lower_case,M_as_first_letter
Moscovici,mɔs.kɔ.vi.tʃi,nom de famille,err_lower_case,M_as_first_letter
Mouliné,mun.li.ne,nom propre,err_lower_case,M_as_first_letter
Mourmansk,muʁ.mɑsk,nom propre,err_lower_case,M_as_first_letter
Moëns,mo.ɛ̃s,nom propre,err_lower_case,M_as_first_letter
Mrs,mi.siz,nom,err_lower_case,M_as_first_letter
Muguruza,mu.ɡu.ʁu.dza,nom de famille,err_lower_case,M_as_first_letter
Mundaŋ,mun.dɑ̃ɡ,nom,err_lower_case,M_as_first_letter
Mundaŋ,mun.daŋ,nom,err_lower_case,M_as_first_letter
Mundolsheim,mun.dɔls.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Muntzenheim,mun.tsən.(h)ajm,nom propre,err_lower_case,M_as_first_letter
Murray,swan,nom propre,err_lower_case,M_as_first_letter
Mº,me.tʁo,nom,err_lower_case,M_as_first_letter
Mélinée,mɛ.li.nɛ,prénom_genre=f,err_lower_case,M_as_first_letter
Ménomini,i.nu,nom,err_lower_case,M_as_first_letter
Métropolitaine,me.tʁo.pɔ.li.tɛ̃ɛn,nom,err_lower_case,M_as_first_letter
Mézériat,me.ze.ʁj,nom propre,err_lower_case,M_as_first_letter
M€,me.ɡa.ø.ʁo,symbole,err_lower_case,M_as_first_letter
M€,ɛm.ø,symbole,err_lower_case,M_as_first_letter
N+1,a.ne ɛn ply.z‿œ̃,nom_num=2,err_lower_case,N_as_first_letter
N+1,ɛn ply.z‿œ̃,nom_num=2,err_lower_case,N_as_first_letter
N+1,ɛn ply.z‿œ̃,nom_num=1,err_lower_case,N_as_first_letter
Nairobi,nai.ro.bi,nom propre,err_lower_case,N_as_first_letter
Nambsheim,nambs.(h)ajm,nom propre,err_lower_case,N_as_first_letter
Naxiennes,nak.sjɛn/,nom_flexion,err_lower_case,N_as_first_letter
Nejd,nɛdʒ,nom propre,err_lower_case,N_as_first_letter
Neugartheim,nœj.ɡaʁt.(h)ajm,nom propre,err_lower_case,N_as_first_letter
Neuhaeusel,nœj.hœj.zəl,nom propre,err_lower_case,N_as_first_letter
Neustrienne,nø.stʁi.jɛ̃ɛn,nom,err_lower_case,N_as_first_letter
Nguyen,nɥi.jɛn,nom de famille,err_lower_case,N_as_first_letter
Nguyên,nɥi.jɛn,nom de famille,err_lower_case,N_as_first_letter
