Mot,Prononciation,Type,Warn_code,Warn_label
Ngɔmbɛ,nɡɔm.bɛ,nom,err_lower_case,N_as_first_letter
Niederhergheim,ni.dəʁ.(h)ɛʁk.(h)ajm,nom propre,err_lower_case,N_as_first_letter
Niederschaeffolsheim,ni.dəʁ.ʃɛf.ɔls.(h)ajm,nom propre,err_lower_case,N_as_first_letter
Niederschaeffolsheimois,ni.deʁ.ʃɛf.ɔls.(h)aj.mwa,nom,err_lower_case,N_as_first_letter
Niederschaeffolsheimoise,ni.deʁ.ʃɛf.ɔls.(h)aj.mwaz,nom,err_lower_case,N_as_first_letter
Niederschaeffolsheimoises,ni.deʁ.ʃɛf.ɔls.(h)aj.mwaz,nom_flexion,err_lower_case,N_as_first_letter
Nikšić,nikʃitʃ,nom propre,err_lower_case,N_as_first_letter
Niçardes,ni.saʁ,nom_flexion,err_lower_case,N_as_first_letter
Nième,e.njɛm,nom,err_lower_case,N_as_first_letter
Nième,e.njɛm,adjectif,err_lower_case,N_as_first_letter
Nièmes,e.njɛm,adjectif_flexion,err_lower_case,N_as_first_letter
Nonoland,no.no.lɑd,nom propre,err_lower_case,N_as_first_letter
Nordheim,nɔʁt.(h)ajm,nom propre,err_lower_case,N_as_first_letter
Norwège,nɔʁveʒ,nom propre,err_lower_case,N_as_first_letter
Nuremberg,ny.ʁɛ̃.bɛʁ,nom propre,err_lower_case,N_as_first_letter
Nurembergeois,ny.ʁɛ̃.bɛʁ.ʒwa,nom,err_lower_case,N_as_first_letter
Nurembergeoise,ny.ʁɛ̃.bɛʁ.ʒwaz,nom,err_lower_case,N_as_first_letter
Nurembergeoises,ny.ʁɛ̃.bɛʁ.ʒwaz,nom_flexion,err_lower_case,N_as_first_letter
Nuuk,nuk,nom propre,err_lower_case,N_as_first_letter
N½E,nɔʁ də.mi ɛst,nom,err_lower_case,N_as_first_letter
N½O,nɔʁ də.mi wɛst,nom,err_lower_case,N_as_first_letter
N’Golo,ŋɡo.lo,prénom_genre=m,err_lower_case,N_as_first_letter
N’Guessan,ŋe.sɑ̃,nom de famille,err_lower_case,N_as_first_letter
N’Guessan,ŋe.sɑ̃,prénom_genre=mf,err_lower_case,N_as_first_letter
N’Guyen,nɥi.jɛn,nom de famille,err_lower_case,N_as_first_letter
N−1,ɛn mwɛ̃.z‿œ̃,nom_num=1,err_lower_case,N_as_first_letter
N−1,a.ne ɛn mwɛ̃.z‿œ̃,nom_num=2,err_lower_case,N_as_first_letter
N−1,ɛn mwɛ̃.z‿œ̃,nom_num=2,err_lower_case,N_as_first_letter
Oaxaca,wa.ha.ka,nom propre,err_lower_case,O_as_first_letter
Oaxaca,wa.ʁa.ka,nom propre,err_lower_case,O_as_first_letter
Obenheim,o.bən.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Oberhergheim,o.bəʁ.(h)ɛʁk.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Obersaasheim,o.bəʁ.sas.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Oberschaeffolsheim,o.bəʁ.ʃɛf.ɔls.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Ochiaz,o.ʃja,nom propre,err_lower_case,O_as_first_letter
Odratzheim,o.dʁats.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Oeuilly,œ.ji,nom propre,err_lower_case,O_as_first_letter
Offenheim,ɔ.fən.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Ogre,u.ɔ.ɡʁe,nom propre_num=2,err_lower_case,O_as_first_letter
Ogre,wɔ.ɡʁe,nom propre_num=1,err_lower_case,O_as_first_letter
Ohnenheim,o.nən.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Olwisheim,ɔl.vis.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Ombrone,ɔ.bʁon,nom propre,err_lower_case,O_as_first_letter
Om̐,ɔm,nom,err_lower_case,O_as_first_letter
Oolongs,u.lɔ̃ŋ,nom_flexion,err_lower_case,O_as_first_letter
Oostduinkerke,ɔst.dœ̃.kɛʁk,nom propre,err_lower_case,O_as_first_letter
Opéra,lɔ.pe.ʁa,nom propre,err_lower_case,O_as_first_letter
Oranje,o.ra.ɲə,nom propre_num=1,err_lower_case,O_as_first_letter
Ordonnaz,ɔʁ.do.na,nom propre,err_lower_case,O_as_first_letter
Ormstowniens,ɔʁmz.taw.nj,nom_flexion,err_lower_case,O_as_first_letter
Ornain,ɔʁnɛ,nom propre,err_lower_case,O_as_first_letter
Osse,ɔ.sɛt,nom,err_lower_case,O_as_first_letter
Ostheim,ɔst.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Ottmarsheim,ɔt.maʁs.(h)ajm,nom propre,err_lower_case,O_as_first_letter
Outriaz,u.tʁi.a,nom propre,err_lower_case,O_as_first_letter
Owhère,wɛʁ,nom propre,err_lower_case,O_as_first_letter
O½N,wɛst də.mi nɔʁ,nom,err_lower_case,O_as_first_letter
O½S,wɛst də.mi syd,nom,err_lower_case,O_as_first_letter
Packingtonnais,pa.kiɲ.tɔ.nɛ,nom,err_lower_case,P_as_first_letter
Palau,pa.la.o,nom propre_num=1,err_lower_case,P_as_first_letter
Palau,pa.la.o,nom propre_num=2,err_lower_case,P_as_first_letter
Panamá,pa.na.ma,nom propre,err_lower_case,P_as_first_letter
Panographie,pa.nɔo.ɡʁa.fi,nom propre,err_lower_case,P_as_first_letter
Park,pak,nom de famille,err_lower_case,P_as_first_letter
Pendjab,pɛn.ʒab,nom propre,err_lower_case,P_as_first_letter
Pentewan,pɛntʃ.wan,nom propre,err_lower_case,P_as_first_letter
Pernod,pɛʁ.no,nom de famille,err_lower_case,P_as_first_letter
Perthuisien,pɛʁ.tɥi.syɛ̃,nom,err_lower_case,P_as_first_letter
Pessah,pɛ.saʁ,nom,err_lower_case,P_as_first_letter
Pfaffenheim,pfa.fən.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Pfettisheim,pfɛ.tis.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Pfulgriesheim,pful.ɡʁis.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Philippiennes,ty.ni.zjɛn,nom_flexion,err_lower_case,P_as_first_letter
Pibaoré,pi.baɔ.re,nom propre,err_lower_case,P_as_first_letter
Piscop,pis.kɔ,nom propre,err_lower_case,P_as_first_letter
Plesséen,pɛ̃,nom,err_lower_case,P_as_first_letter
Plesséien,pɛ̃,nom,err_lower_case,P_as_first_letter
Plobsheim,plɔps.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Ploubezre,plu.bɛʁ,nom propre,err_lower_case,P_as_first_letter
Plouguenast,pluɡ.na,nom propre,err_lower_case,P_as_first_letter
Plésséen,pɛ̃,nom,err_lower_case,P_as_first_letter
Poeyen,pɔ.jɛ̃,nom,err_lower_case,P_as_first_letter
Poilhes,pɔj,nom propre,err_lower_case,P_as_first_letter
Poligny,pɔ.li.ni,nom propre,err_lower_case,P_as_first_letter
Pollestres,pɔˈʎɛtʁ,nom propre,err_lower_case,P_as_first_letter
Pomasienne,pɔ.ma.zjɛɛn,nom,err_lower_case,P_as_first_letter
Pontevallois,p,nom,err_lower_case,P_as_first_letter
Poole,puːl,nom propre,err_lower_case,P_as_first_letter
Popoffs,pɔ.pɔf,nom_flexion,err_lower_case,P_as_first_letter
Potosí,pɔ.tɔ.si,nom propre,err_lower_case,P_as_first_letter
Pressavin,pʁe.sa.vœ̃,nom de famille,err_lower_case,P_as_first_letter
Priest,pʁi,nom propre,err_lower_case,P_as_first_letter
Printzheim,pʁints.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Proulx,pʁu,nom de famille,err_lower_case,P_as_first_letter
Príncipe,pʁin.si.pe,nom propre,err_lower_case,P_as_first_letter
Ps,psom,nom,err_lower_case,P_as_first_letter
Puck,pytsk,nom propre_num=2,err_lower_case,P_as_first_letter
Puigdemont,pɥi.də.mɔ̃,nom de famille,err_lower_case,P_as_first_letter
Pulversheim,pul.fəʁs.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Pulversheim,pul.vəʁs.(h)ajm,nom propre,err_lower_case,P_as_first_letter
Pyongyang,pjɔŋ.jaɲ,nom propre,err_lower_case,P_as_first_letter
Péruwelz,pe.ʁy.we,nom propre,err_lower_case,P_as_first_letter
Pétillat,petiˈja,nom propre,err_lower_case,P_as_first_letter
Q,kə,lettre,err_lower_case,Q_as_first_letter
Qinghai,tʃiŋ.ɡaj,nom propre,err_lower_case,Q_as_first_letter
Qohéleth,koˈheːlɛt,nom propre,err_lower_case,Q_as_first_letter
Quaker,kwa.kɛr,nom,err_lower_case,Q_as_first_letter
Quakers,kwa.kɛr,nom_flexion,err_lower_case,Q_as_first_letter
Quatzenheim,kva.tsən.(h)ajm,nom propre,err_lower_case,Q_as_first_letter
Quend,kɛ̃,nom propre,err_lower_case,Q_as_first_letter
Quercinois,kɛʁ.si.nwɑ,nom,err_lower_case,Q_as_first_letter
Quercynois,kɛʁ.si.nwɑ,nom,err_lower_case,Q_as_first_letter
Quetzalcoatl,kɛ.tsal.ko.at.(œ)l,nom propre,err_lower_case,Q_as_first_letter
Quetzalcóatl,kɛ.tsal.ko.at.(œ)l,nom propre,err_lower_case,Q_as_first_letter
Quingey,kɛ̃ːʒeː,nom propre,err_lower_case,Q_as_first_letter
Quétigny,ke.ti.ŋi,nom propre,err_lower_case,Q_as_first_letter
R&B,aʁ.ɛnd.bi,nom,err_lower_case,R_as_first_letter
R&D,ɛʁ.e.de,nom,err_lower_case,R_as_first_letter
Racan,ʁa.kɑ,nom propre,err_lower_case,R_as_first_letter
Racan,ʁa.kɑ,nom de famille,err_lower_case,R_as_first_letter
Raedersheim,ʁɛ.dəʁs.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Raes,ʁaːs,nom de famille,err_lower_case,R_as_first_letter
Rameaux,ra.mo,nom propre,err_lower_case,R_as_first_letter
Raoult,ʁa.u,nom de famille,err_lower_case,R_as_first_letter
Raynard,rɛ.naʁ,nom de famille,err_lower_case,R_as_first_letter
Raynard,rɛ.naʁ,prénom_genre=m,err_lower_case,R_as_first_letter
Reading,ʁɛ.diɲ,nom propre,err_lower_case,R_as_first_letter
Reguisheim,ʁe.ɡis.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Reichshoffen,ʁaiʃçofən,nom propre,err_lower_case,R_as_first_letter
Remy,re.mi,nom de famille,err_lower_case,R_as_first_letter
Retz,ʁɛ,nom propre_num=1,err_lower_case,R_as_first_letter
Retz,ʁɛ,nom propre_num=2,err_lower_case,R_as_first_letter
Retz,ʁɛ,nom propre_num=3,err_lower_case,R_as_first_letter
Retz,ʁɛ,nom propre_num=4,err_lower_case,R_as_first_letter
Rheims,ʁɛ̃s,nom propre,err_lower_case,R_as_first_letter
Rhodien,ʁɔ.dɛ̃,nom,err_lower_case,R_as_first_letter
Richtolsheim,ʁic.tɔls.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Riedheim,ʁiːt.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Riedisheim,ʁi.dis.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Ripierrois,ʁi.pjɛ.rwa,nom,err_lower_case,R_as_first_letter
Riquewihr,ʁi.k(ə).viːʁ,nom propre,err_lower_case,R_as_first_letter
Rixheim,ʁiks.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Roberval,ro.bɛʁ.val,nom de famille,err_lower_case,R_as_first_letter
Roberval,ro.bɛʁ.val,nom propre,err_lower_case,R_as_first_letter
Rohingya,ʁɔ.in.ɡa,nom,err_lower_case,R_as_first_letter
Romagnoles,ɛs.pa.ɲɔl,nom_flexion,err_lower_case,R_as_first_letter
Romanaise,ʁɔ.mɑ̃.nɛ,nom,err_lower_case,R_as_first_letter
Romans,ʁɔ.mɑ,nom propre,err_lower_case,R_as_first_letter
Roppenheim,ʁɔ.pən.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Rosasienne,ʁo.za.njɛn,nom,err_lower_case,R_as_first_letter
Rosendaël,ʁo.zɛn.dal,nom propre_num=2,err_lower_case,R_as_first_letter
Rosheim,ʁos.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Roth,ʁɔθ,nom de famille_num=1,err_lower_case,R_as_first_letter
Rottelsheim,ʁɔ.təls.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Rountzenheim,ʁun.tsən.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Roux,ʁuk͡s,nom de famille,err_lower_case,R_as_first_letter
Ruelisheim,ʁy.lis.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Ruislip,ʁaj.slip,nom propre,err_lower_case,R_as_first_letter
Rumersheim,ʁy.məʁs.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Russin,ˈʁusɛ͂,nom propre,err_lower_case,R_as_first_letter
Russkoffs,ʁys.kɔf,nom_flexion,err_lower_case,R_as_first_letter
Russo,ru.so,nom de famille,err_lower_case,R_as_first_letter
Rzepka,ʒɛp.ka,nom de famille,err_lower_case,R_as_first_letter
Rán,ʁan,nom propre,err_lower_case,R_as_first_letter
Rédoine,re.dwan,prénom_genre=m,err_lower_case,R_as_first_letter
Réguisheim,ʁe.ɡis.(h)ajm,nom propre,err_lower_case,R_as_first_letter
Saale,sɑːl,nom propre,err_lower_case,S_as_first_letter
Saasenheim,za.zən.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Saasenheim,sa.zən.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Saessolsheim,sɛ.sɔls.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Saessolsheim,zɛ.sɔls.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sahaiɂa,sa.haj.a,prénom_genre=f,err_lower_case,S_as_first_letter
Sahraoui,sa.a.ʁa.wi,nom,err_lower_case,S_as_first_letter
Salarvyáni,sa.laʁ.vja.ni,nom,err_lower_case,S_as_first_letter
Salarvyáni,sɑ.lɑɾ.vjˈɑ.ni,nom,err_lower_case,S_as_first_letter
Salarvyánis,sɑ.lɑɾ.vjˈɑ.ni,nom_flexion,err_lower_case,S_as_first_letter
Samoëns,sa.mwɛ̃,nom propre,err_lower_case,S_as_first_letter
San,da.ma.ʁa,nom propre_num=1,err_lower_case,S_as_first_letter
Sankarani,sɑ̃.ka.na.ʁi,nom propre,err_lower_case,S_as_first_letter
Saqqaq,sa.kak,nom propre,err_lower_case,S_as_first_letter
Saraxolle,sa.ʁa.ʁɔ.le,nom,err_lower_case,S_as_first_letter
Sarcelloise,saʁ.sɛl.lwa,nom,err_lower_case,S_as_first_letter
Sathonarde,sa.tɔʁ.naʁd,nom,err_lower_case,S_as_first_letter
Sausheim,swas.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sayabec,se.bɛk,nom propre,err_lower_case,S_as_first_letter
Sayabecois,se.bɛ.kwa,nom,err_lower_case,S_as_first_letter
Sayabécois,se.be.kwa,nom,err_lower_case,S_as_first_letter
Saïgon,se.ɡɔ̃,nom propre,err_lower_case,S_as_first_letter
Saône,son,nom propre,err_lower_case,S_as_first_letter
Saônois,soː.nwa,nom,err_lower_case,S_as_first_letter
Saônoise,soː.nwaz,nom,err_lower_case,S_as_first_letter
Scanderbeg,skɑ̃.dɛʁ.bɛʁɡ,nom propre,err_lower_case,S_as_first_letter
Sce,sɛʁ.vis,nom,err_lower_case,S_as_first_letter
Schaeffersheim,ʃɛ.fəʁs.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Scherlenheim,ʃɛʁ.lən.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Schiedam,sxi.dɑm,nom propre,err_lower_case,S_as_first_letter
Schilikois,ʃi.li.i.kwa,nom,err_lower_case,S_as_first_letter
Schiltigheim,ʃil.tik.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Schiphol,ʃip.hɔl,nom propre,err_lower_case,S_as_first_letter
Schlieren,ˈʃliʁən,nom propre,err_lower_case,S_as_first_letter
Schliern,ʃliːʁn,nom propre,err_lower_case,S_as_first_letter
Schnersheim,ʃnɛʁs.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Schtroumpfs,ʃtʁumf,nom_flexion,err_lower_case,S_as_first_letter
Schutzstaffel,ˈʃʊtsʃtafl̩,nom,err_lower_case,S_as_first_letter
Schwenheim,ʃvɛn.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Schwindratzheim,ʃvin.dʁats.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Schwobsheim,ʃvɔps.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Scuds,skød,nom_flexion,err_lower_case,S_as_first_letter
Se,sɛ̃t,nom,err_lower_case,S_as_first_letter
Seal,siːl,nom,err_lower_case,S_as_first_letter
Seals,siːl,nom_flexion,err_lower_case,S_as_first_letter
Seelow,ˈzeː.lo,nom propre,err_lower_case,S_as_first_letter
Seillonnaz,se.jo.na,nom propre,err_lower_case,S_as_first_letter
Sentheim,zɛnt.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sentheim,sɛnt.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Seohyeon,sɔ.jɔn,prénom_genre=f,err_lower_case,S_as_first_letter
Seoyeon,sɔ.yɔn,prénom_genre=f,err_lower_case,S_as_first_letter
Sepmes,sɛm,nom propre,err_lower_case,S_as_first_letter
Sequoyah,se.kɔ.ya,nom propre,err_lower_case,S_as_first_letter
Sermersheim,sɛʁ.məʁs.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sermersheim,zɛʁ.məʁs.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sessenheim,sɛ.sən.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sessenheim,se.zən.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sestrières,sɛs.tʁjeʁ,nom propre,err_lower_case,S_as_first_letter
Seveso,ˈse.ve.zo,nom propre_num=2,err_lower_case,S_as_first_letter
Seveso,ˈse.ve.zo,nom propre_num=1,err_lower_case,S_as_first_letter
Seymaz,se.ma,nom propre,err_lower_case,S_as_first_letter
Sheffield,ʃɛ.fiːld,nom propre,err_lower_case,S_as_first_letter
Shermichael,ʃəʁ.maj.kœl,prénom_genre=m,err_lower_case,S_as_first_letter
Shiloh,ʃi.lɔ,prénom_genre=mf,err_lower_case,S_as_first_letter
Shíchel,ʃi.tʃɛl,nom propre,err_lower_case,S_as_first_letter
Sidnéen,sid.ne.ɛnɛ̃,nom,err_lower_case,S_as_first_letter
Sigolsheim,si.ɡɔls.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Sigolsheim,zi.ɡɔls.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Siltzheim,silts.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Siltzheim,zilts.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Simplon,sɛ.plɔ̃,nom propre,err_lower_case,S_as_first_letter
Singh,siŋ,nom de famille,err_lower_case,S_as_first_letter
Singh,siŋ,prénom,err_lower_case,S_as_first_letter
Sjælland,siɛl.lɑ̃d,nom propre,err_lower_case,S_as_first_letter
Sochalies,sɔ.ʃa.lj,nom_flexion,err_lower_case,S_as_first_letter
Songun,sɔ.ɡun,nom propre,err_lower_case,S_as_first_letter
Sorrente,so.ʁɑt,nom propre,err_lower_case,S_as_first_letter
Souffelweyersheim,su.fəl.va.jəʁs.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Soufflenheim,su.flən.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Southwark,sə.zœʁk,nom propre,err_lower_case,S_as_first_letter
Soutiers,su.tjɛ,nom propre,err_lower_case,S_as_first_letter
Spalburgien,pɛ̃,nom,err_lower_case,S_as_first_letter
Stone,stoːn,nom propre,err_lower_case,S_as_first_letter
Stotzheim,ʃtɔts.(h)ajm,nom propre,err_lower_case,S_as_first_letter
Strand,ˈstɹænd,nom propre,err_lower_case,S_as_first_letter
Strontian,stʁɒnˈtiːən,nom propre,err_lower_case,S_as_first_letter
Suffolkien,sə.fo.kjɛ̃,nom,err_lower_case,S_as_first_letter
Suffolkiens,sə.fo.kjɛ̃,nom_flexion,err_lower_case,S_as_first_letter
Sulmonien,syl.mɔ.nɛ̃,nom,err_lower_case,S_as_first_letter
Sulmoniens,syl.mɔ.nɛ̃,nom_flexion,err_lower_case,S_as_first_letter
Sundgau,suŋɡo,nom propre,err_lower_case,S_as_first_letter
Sutamarchán,su.ta.maʁ.tʃan,nom propre,err_lower_case,S_as_first_letter
Szczerbiec,tʃɛʁ.biɛts,nom propre,err_lower_case,S_as_first_letter
S½E,syd də.mi ɛst,nom,err_lower_case,S_as_first_letter
S½O,syd də.mi wɛst,nom,err_lower_case,S_as_first_letter
Sámi,sa.mi,nom,err_lower_case,S_as_first_letter
Sébastopolitaines,se.bas.tɔ.pɔ.li.tɛ̃n,nom_flexion,err_lower_case,S_as_first_letter
Sédhiou,se.ʒu,nom propre,err_lower_case,S_as_first_letter
Séez,se,nom propre,err_lower_case,S_as_first_letter
Sélivrée,se.li.vʁʁ,nom propre,err_lower_case,S_as_first_letter
Sérésiens,se.ʁe.zj̃ɛ̃,nom_flexion,err_lower_case,S_as_first_letter
Sören,sœ.ʁən,prénom_genre=m,err_lower_case,S_as_first_letter
Søren,sœ.ʁən,prénom_genre=m,err_lower_case,S_as_first_letter
T&M,te e ɛm,nom,err_lower_case,T_as_first_letter
Tagolsheim,ta.ɡɔls.(h)ajm,nom propre,err_lower_case,T_as_first_letter
Tanghe,tɑ̃ɡ,nom de famille,err_lower_case,T_as_first_letter
Taïpeh,taj.pɛj,nom propre,err_lower_case,T_as_first_letter
Thueyts,tɥɛj,nom propre,err_lower_case,T_as_first_letter
Théia,te.a,nom propre,err_lower_case,T_as_first_letter
Théoulienne,te.u.ljɛ̃ɛn,nom,err_lower_case,T_as_first_letter
Tilio,ˈti.ljo,prénom_genre=m,err_lower_case,T_as_first_letter
Tingwickois,tiɲ.wi.kwa,nom,err_lower_case,T_as_first_letter
Togeard,tɔ.ʒa,nom,err_lower_case,T_as_first_letter
Tombelaine,tɔb.lɛn,nom propre,err_lower_case,T_as_first_letter
Traenheim,tʁɛn.(h)ajm,nom propre,err_lower_case,T_as_first_letter
Transcaucasie,tʁɑ̃s.ka.ka.zi,nom propre,err_lower_case,T_as_first_letter
Transylvanie,tʁɑ̃s.sil.va.ni,nom propre,err_lower_case,T_as_first_letter
Trastevere,tʁasˈteːveʁe,nom propre,err_lower_case,T_as_first_letter
Trent,tɹɛnt,nom propre_num=2,err_lower_case,T_as_first_letter
Trentemoult,tʁɑ̃t.mu,nom propre,err_lower_case,T_as_first_letter
Tripolitains,tʁi.pɔ.li.tɛ,nom_flexion,err_lower_case,T_as_first_letter
Tromelin,tʁo.me.lɛ,nom propre,err_lower_case,T_as_first_letter
Troyen,tʁwa.jɛnɛ̃,nom_num=1,err_lower_case,T_as_first_letter
Troyen,tʁwa.jɛnɛ̃,nom_num=2,err_lower_case,T_as_first_letter
Truchtersheim,tʁuxtəʁsajm,nom propre,err_lower_case,T_as_first_letter
Trégarvanais,tʁe.vaʁ.ɡa.nɛ,nom,err_lower_case,T_as_first_letter
Trégarvanaise,tʁe.vaʁ.ɡa.nɛz,nom,err_lower_case,T_as_first_letter
Trégarvanaises,tʁe.vaʁ.ɡa.nɛz,nom_flexion,err_lower_case,T_as_first_letter
Tréhet,tʁe.e,nom propre,err_lower_case,T_as_first_letter
Tsolyáni,tso.ˈljɑ.ni,nom,err_lower_case,T_as_first_letter
Tsolyáni,tsɔl.ja.ni,nom,err_lower_case,T_as_first_letter
Tsolyánu,tsɔ.lja.nu,nom propre,err_lower_case,T_as_first_letter
Tsonga,tsɔ̃ŋ.ɡa,nom de famille,err_lower_case,T_as_first_letter
Tsonga,tsɔ̃ŋ.ɡa,nom propre,err_lower_case,T_as_first_letter
Tsípras,tsi.pʁas,nom de famille,err_lower_case,T_as_first_letter
Turckheim,tyʁk.(h)ajm,nom propre,err_lower_case,T_as_first_letter
Tábor,ta.bɔʁ,nom propre,err_lower_case,T_as_first_letter
Týr,tyʁ,nom propre,err_lower_case,T_as_first_letter
Uffheim,uf.(h)ajm,nom propre,err_lower_case,U_as_first_letter
Ungersheim,u.ɲəʁs.(h)ajm,nom propre,err_lower_case,U_as_first_letter
Urcerey,yʁ.sə.ʁeː,nom propre,err_lower_case,U_as_first_letter
Urschenheim,uʁ.ʃən.(h)ajm,nom propre,err_lower_case,U_as_first_letter
Uruguayenne,y.ʁy.ɡwa.jɛ̃ɛn,nom,err_lower_case,U_as_first_letter
Urumqi,u.ʁum.tʃi,nom propre,err_lower_case,U_as_first_letter
Usenet,juz.nɛt,nom propre,err_lower_case,U_as_first_letter
Utoeya,u.tɔ.ja,nom propre,err_lower_case,U_as_first_letter
Utoya,u.tø.ja,nom propre,err_lower_case,U_as_first_letter
Uttenheim,u.tən.(h)ajm,nom propre,err_lower_case,U_as_first_letter
Utøya,u.tɔ.ja,nom propre,err_lower_case,U_as_first_letter
Utøya,u.tø.ja,nom propre,err_lower_case,U_as_first_letter
Uummannaq,nja.kɔʁ.nat,nom propre,err_lower_case,U_as_first_letter
Vagney,vaɲeː,nom propre,err_lower_case,V_as_first_letter
Valentigney,valɑ̃tiɲeː,nom propre,err_lower_case,V_as_first_letter
Vallehermoso,ba.jɛʁ.mo.so,nom propre,err_lower_case,V_as_first_letter
Valparaisienne,val.pa.ʁɛ.zjɛ̃nɛn,nom,err_lower_case,V_as_first_letter
Varèse,va.ʁez,nom propre,err_lower_case,V_as_first_letter
Vendenheim,fɛn.dən.(h)ajm,nom propre,err_lower_case,V_as_first_letter
Vendenheim,vɛn.dən.(h)ajm,nom propre,err_lower_case,V_as_first_letter
Vergongheon,vɛʁ.ɡɔ̃.ʒɔ̃,nom propre,err_lower_case,V_as_first_letter
Verheyen,vəʁ.hɛ.jən,nom de famille,err_lower_case,V_as_first_letter
Vernier,v.nje,nom propre,err_lower_case,V_as_first_letter
Verthemex,vɛʁ.təmɛ,nom propre,err_lower_case,V_as_first_letter
Viborg,vi.bɔʁ.ɡə,nom propre,err_lower_case,V_as_first_letter
Vikingue,vi.kiŋ,nom,err_lower_case,V_as_first_letter
Vikingues,vi.kiŋ,nom_flexion,err_lower_case,V_as_first_letter
Villegailhenc,vi.lə.ɡa.jɛ̃,nom propre,err_lower_case,V_as_first_letter
Villeneuve,vil.nœːv,nom de famille,err_lower_case,V_as_first_letter
Villeneuve,vil.nœːv,nom propre_num=2,err_lower_case,V_as_first_letter
Villeneuve,vil.nœːv,nom propre_num=1,err_lower_case,V_as_first_letter
Volgelsheim,fɔl.ɡəls.(h)ajm,nom propre,err_lower_case,V_as_first_letter
Volkswagen,vols.va.ɡən,nom propre,err_lower_case,V_as_first_letter
Voncq,vɔ̃,nom propre,err_lower_case,V_as_first_letter
Vritz,vʁi,nom propre,err_lower_case,V_as_first_letter
Vélib’,ve.lib,nom propre,err_lower_case,V_as_first_letter
Vœgtlinshoffen,fœkt.lin.s(h)o.fən,nom propre,err_lower_case,V_as_first_letter
